URL,DSLD ID,Product Name,Brand Name,Bar Code,Net Contents,Serving Size,Product Type [LanguaL],Supplement Form [LanguaL],Date Entered into DSLD,Market Status,Suggested Use
https://dsld.od.nih.gov/label/332311,332311,EUPHORiQ Pre-Workout Boogieman Punch,MuscleTech,6 31656 71740 2,12.06 Ounce(s); 342 Gram(s),17 Gram(s) [1 scoop],Other Combinations [A1325],Powder [E0162],2025-06-25,On Market,Directions: Mix 1 serving (1 scoop) with 8 oz. of water and consume 30 minutes before your workout.
https://dsld.od.nih.gov/label/332312,332312,Peptide I85,MuscleTech,6 31656 61077 2,84 Capsule(s),3 Capsule(s),Amino acid/Protein [A1305],Capsule [E0159],2025-07-24,On Market,Directions: Take 1 serving (3 capsules) with a glass of water and consume once daily. Do not exceed 3 capsules in a 24-hour period. Read the entire label before use and follow directions provided.
https://dsld.od.nih.gov/label/332313,332313,Nitro Tech 100% Whey Gold Strawberry Shortcake,MuscleTech,6 31656 71046 5,2 Pound(s); 907 Gram(s),33 Gram(s) [1 scoop],Amino acid/Protein [A1305],Powder [E0162],2025-06-25,On Market,Directions: Mix 1 serving (1 scoop) in 6 oz. of cold water or skim milk in a shaker cup. Use between major meals and before and after exercise. Take up to 4 servings per day.
https://dsld.od.nih.gov/label/332318,332318,3-Creatine,SuperSmart,5 453003 827061,250 Gram(s),1 Measuring Spoon(s),Non-Nutrient/Non-Botanical [A1309],Powder [E0162],2025-05-21,On Market,Recommended use: Adults. Take 1 measuring spoon per day.
https://dsld.od.nih.gov/label/332320,332320,Adaptogenic Potion,SuperSmart,5 453003 827993,120 mL,4 mL [4 droppers],Botanical [A1306],Liquid [E0165],2025-04-24,On Market,Directions: Adults. Take 2 droppers in the morning and 2 droppers in the evening.
https://dsld.od.nih.gov/label/332321,332321,Adrenal Support,SuperSmart,5 453003 825913,90 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2025-07-24,On Market,Recommended use: Adults. Take one tablet twice a day.
https://dsld.od.nih.gov/label/332322,332322,Advanced Fat Burner,SuperSmart,5 453003 826187,120 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take two capsules half an hour before your two main meals of the day.
https://dsld.od.nih.gov/label/332324,332324,Advanced Zinc Lozenges Mint Flavor 10 mg,SuperSmart,5 453003 828006,90 Tablet(s),1 Tablet(s),Mineral [A1299],Tablet or Pill [E0155],2025-07-24,On Market,Recommended use: Adults. Suck one tablet per day.
https://dsld.od.nih.gov/label/332325,332325,AHCC Shittake,SuperSmart,5 453003 823971,60 Vegetarian Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 2 vegetarian capsules a day.
https://dsld.od.nih.gov/label/332326,332326,Akkermansia Muciniphila 1 Billion Cells,SuperSmart,5 453003 828303,60 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 1 capsule per day.
https://dsld.od.nih.gov/label/332327,332327,Aller Fight,SuperSmart,5 453003 825104,120 Vegetarian Capsule(s),4 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 4 capsules per day.
https://dsld.od.nih.gov/label/332328,332328,Alkaline Formula,SuperSmart,5 453003 825586,60 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Directions: Adults. As a supplement; take 2 tablets twice daily in the morning and evening or with meals or as directed by the practitioner.
https://dsld.od.nih.gov/label/332329,332329,Aminoguanidine HCl 300 mg,SuperSmart,5 453003 823766,100 Vegetarian Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take three or four capsules; spread out over the day; at mealtimes.
https://dsld.od.nih.gov/label/332330,332330,AMPK Booster,SuperSmart,5 453003 826811,90 Vegetarian Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Directions: Adults. Take two capsules at lunch and one capsule with the evening meal.
https://dsld.od.nih.gov/label/332331,332331,Anti Acid Reflux Formula,SuperSmart,5 453003 827498,90 Vegetarian Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Recommended use: Adults. Take three capsules a day.
https://dsld.od.nih.gov/label/332332,332332,AntiOxidant Synergy,SuperSmart,5 453003 825968,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Directions: Adults. Take 2 capsules per day after a meal.
https://dsld.od.nih.gov/label/332333,332333,Appetite Control Formula,SuperSmart,5 453003 826019,60 Vegetarian Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Recommended use: Adults. Take two capsules a day (one at breakfast and one at lunch).
https://dsld.od.nih.gov/label/332334,332334,Artemisinin,SuperSmart,5 453003 827962,60 Vegetarian Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-07-24,On Market,Directions: Adults. Take 2 vegetarian capsules a day.
https://dsld.od.nih.gov/label/332335,332335,Bacillus Coagulans 4 Billion CFU,SuperSmart,5 453003 828280,60 Gastro-Resistant Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-05-21,On Market,Directions: Adults. As a supplement; take 1 capsule twice a day.
https://dsld.od.nih.gov/label/332336,332336,Beta-Ecdysterone 1000 mg,SuperSmart,5 453003 824725,60 Vegetarian Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 2 to 4 capsules a day.
https://dsld.od.nih.gov/label/332337,332337,Betaine HCl 2600 mg,SuperSmart,5 453003 827955,120 Tablet(s),4 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2025-07-24,On Market,Recommended use: Adults. Take 4 tablets a day. 
https://dsld.od.nih.gov/label/332338,332338,Ionic Elements,Purium,7 64934 02120 2,4 Fluid Ounce(s); 120 Milliliter(s),1.5 mL [20 drops],Other Combinations [A1325],Liquid [E0165],2025-07-24,On Market,Suggested use:Mix approximately 20 drops (2 droppers fully) with 8-10 oz of water or any other beverage. May be taken 3 times per day. Do not drink undiluted. Shake well before use.
https://dsld.od.nih.gov/label/332339,332339,Meno-Positive,Purium,7 64934 02160 8,1 Fluid Ounce(s),1 mL [approx 30 drops],Botanical [A1306],Liquid [E0165],2025-06-25,On Market,Suggested use: Mix 1 mL (approx 30 drops) with 2-4 oz of water or any beverage once per day.
https://dsld.od.nih.gov/label/332340,332340,Pineal Clear,Purium,7 64934 02140 0,4 Fluid Ounce(s),2 Milliliter(s),Botanical [A1306],Liquid [E0165],2025-06-25,On Market,Suggested use: Mix 2ml with 8-10oz of water or any beverage twice a day (once in the morning and once in the evening). 
https://dsld.od.nih.gov/label/332341,332341,White American Ginseng,Purium,7 64934 02130 1,8 Fluid Ounce(s); 240 mL,5 mL [1 tsp],Botanical [A1306],Liquid [E0165],2025-06-25,On Market,Suggested Use:Shake gently before use. Mix approximately 1 tsp with 8-10 oz of water. May be mixed with juice or in a smoothie. May also consume directly.
https://dsld.od.nih.gov/label/332342,332342,Borage & Evening Primrose,SuperSmart,5 453003 828402,120 Softgel(s),4 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2025-06-25,On Market,Directions: Adults. Take 4 softgels per day with meals.
https://dsld.od.nih.gov/label/332343,332343,Brewer's Yeast Hair Boost,SuperSmart,5 453003 828365,60 Vegetarian Capsule(s),2 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 2 vegetarian capsules per day.
https://dsld.od.nih.gov/label/332344,332344,Caprylic Acid,SuperSmart,5 453003 826590,90 Vegetarian Capsule(s),1 Capsule(s),Fat/Fatty Acid [A1310],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 1 to 3 capsules a day.
https://dsld.od.nih.gov/label/332345,332345,Carbo Defense,SuperSmart,5 453003 822448,90 Vegetarian Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take one or two vegetarian capsules with each meal (between three and six a day).
https://dsld.od.nih.gov/label/332346,332346,Cardio Booster,SuperSmart,5 453003 825920,90 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. As a supplement; take 2 capsules three times daily or as directed by the practitioner.
https://dsld.od.nih.gov/label/332347,332347,Champex 1500 mg,SuperSmart,5 453003 820932,120 Vegetarian Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 2 to 6 capsules a day with meals.
https://dsld.od.nih.gov/label/332348,332348,Chlorella 4 g,SuperSmart,5 453003 824497,500 Tablet(s),10 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2025-07-24,On Market,Recommended use: Adults. Take 10 tablets twice a day.
https://dsld.od.nih.gov/label/332349,332349,Colon Cleanse Formula,SuperSmart,5 453003 826132,120 Vegetarian Capsule(s),4 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-06-25,On Market,Directions: Adults; Take 4 vegetarian capsules a day; either 2 in the morning and 2 evening; or all 4 in the evening.
https://dsld.od.nih.gov/label/332350,332350,Colon Friendly,SuperSmart,5 453003 826897,90 Drcaps Hypromellose Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 1 capsule a day.
https://dsld.od.nih.gov/label/332351,332351,Colostrum 1000 mg,SuperSmart,5 453003 827030,60 Drcaps Hypromellose Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 2 capsules per day.
https://dsld.od.nih.gov/label/332354,332354,Curcumin Solution,SuperSmart,,60 Licap(s),2 Licap(s),Botanical [A1306],Capsule [E0159],2025-07-24,On Market,Directions: Adults. Take 2 Licaps per day.
https://dsld.od.nih.gov/label/332355,332355,Daily Beauty,SuperSmart,5 453003 282020,60 FLOFIT Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take two capsules a day.
https://dsld.od.nih.gov/label/332356,332356,DNA Repair,SuperSmart,5 453003 826989,60 Vegetarian Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Directions: Adults. As a supplement; take 1 capsule twice daily or as directed by the practitioner.
https://dsld.od.nih.gov/label/332357,332357,EDTA-Zeolite 98%,SuperSmart,5 453003 828396,90 Vegetarian Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. As a supplement take 3 capsules daily; on an empty stomach one hour before; or two hours after meals; with a glass of water (8-12 oz); or as directed by the practitioner.
https://dsld.od.nih.gov/label/332358,332358,Eye Pressure Control,SuperSmart,5 453003 827597,30 Vegetarian Capsule(s),1 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take one capsule a day.
https://dsld.od.nih.gov/label/332359,332359,Fat & Carb Blocker 400 mg,SuperSmart,5 453003 826675,60 Vegetarian Capsule(s),1 Capsule(s),Botanical [A1306],Capsule [E0159],2025-05-21,On Market,Recommended use: Adults. Take 1 capsule during the 2 main meals.
https://dsld.od.nih.gov/label/332360,332360,Ferula Asafoetida,SuperSmart,5 453003 828276,60 Vegetarian Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 2 capsules per day.
https://dsld.od.nih.gov/label/332361,332361,Fisetin 500 mg,SuperSmart,5 453003 827887,60 Tablet(s),2 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2025-06-25,On Market,Recommended use: Adults. Take 2 tablets a day.
https://dsld.od.nih.gov/label/332362,332362,FlavoLife,SuperSmart,5 453003 827931,60 Vegetarian Capsule(s),2 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-05-21,On Market,Recommended use: Take 2 capsules per day.
https://dsld.od.nih.gov/label/332363,332363,Flexi-Smart,SuperSmart,5 453003 825838,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Recommended use: Adults. Take two capsules a day.
https://dsld.od.nih.gov/label/332364,332364,Full Spectrum Probiotic Formula,SuperSmart,5 453003 828143,60 Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-06-25,On Market,One capsule a dayRecommended use: Adults.Take 1 capsule a day.
https://dsld.od.nih.gov/label/332365,332365,Fumaric Acid 500 mg,SuperSmart,5 453003 822608,90 Vegetarian Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 1 capsule a day with plenty of liquid; just before breakfast.
https://dsld.od.nih.gov/label/332366,332366,GABA,SuperSmart,5 453003 824367,100 Tablet(s),1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2025-05-21,On Market,Directions: Adults. Take one tablet a day between meals.
https://dsld.od.nih.gov/label/332367,332367,Glutalytic,SuperSmart,5 453003 827504,60 Vegetarian Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 1 capsule with each meal.
https://dsld.od.nih.gov/label/332368,332368,Glycine,SuperSmart,5 453003 828051,180 Gram(s),0.5 Serving(s) [2.5 grams],Amino acid/Protein [A1305],Powder [E0162],2025-05-21,On Market,Recommended use: Adults. Take half serving a day.
https://dsld.od.nih.gov/label/332369,332369,goBHB,SuperSmart,5 453003 827382,150 Gram(s),10 Gram(s) [2 Scoops],Mineral [A1299],Powder [E0162],2025-07-24,On Market,Directions: Adults. Take 2 scoops (10 g) a day. Mix each scoop in a glass of water.
https://dsld.od.nih.gov/label/332370,332370,Grey Hair Formula,SuperSmart,5 453003 826101,90 Vegetarian Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 3 capsules per day during meals.
https://dsld.od.nih.gov/label/332371,332371,Guduchi 900 mg,SuperSmart,5 453003 828327,60 Vegetarian Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 2 capsules per day.
https://dsld.od.nih.gov/label/332372,332372,H. Pylori Fight,SuperSmart,5 453003 828389,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 2 vegetarian capsules a day.
https://dsld.od.nih.gov/label/332373,332373,Hair Growth Booster,SuperSmart,5 453003 828310,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 2 vegetarian capsules per day.
https://dsld.od.nih.gov/label/332374,332374,Hair & Nails Formula,SuperSmart,5 453003 825142,120 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-05-21,On Market,Directions: Adults. Take two vegetarian capsules twice a day with each main meal.
https://dsld.od.nih.gov/label/332375,332375,Hear Loss Formula,SuperSmart,5 453003 827757,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take two vegetarian capsules a day.
https://dsld.od.nih.gov/label/332376,332376,Hemo Comfort,SuperSmart,5 453003 828099,120 Vegetarian Capsule(s),4 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 4 vegetarian capsules per day.
https://dsld.od.nih.gov/label/332377,332377,Humic & Fulvic Acids 300 mg,SuperSmart,5 453003 827146,60 Vegetarian Capsule(s),2 Capsule(s),Mineral [A1299],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take 2 capsules per day.
https://dsld.od.nih.gov/label/332379,332379,Inflarelief Formula,SuperSmart,5 453003 825319,180 Vegetarian Capsule(s),6 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 6 capsules a day; divided into two or three doses.
https://dsld.od.nih.gov/label/332380,332380,Injuv Hyaluronic Acid 280 mg,SuperSmart,5 453003 823308,60 Softgel(s),2 Softgel(s),Non-Nutrient/Non-Botanical [A1309],Softgel Capsule [E0161],2025-06-25,On Market,Recommended use: Adults. Take two softgels twice a day.
https://dsld.od.nih.gov/label/332381,332381,Immunity Booster,SuperSmart,5 453003 828105,60 Tablet(s),1 Tablet(s),Botanical with Nutrients [A1317],Tablet or Pill [E0155],2025-06-25,On Market,Recommended use: Adults. Take 1 tablet per day.
https://dsld.od.nih.gov/label/332382,332382,Joint Support Formula,SuperSmart,5 453003 825593,90 Tablet(s),3 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-07-24,On Market,Recommended use: Adults. Take three tablets a day.
https://dsld.od.nih.gov/label/332383,332383,Kidney Detox,SuperSmart,5 453003 827917,120 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 2 capsules in the morning and 2 capsules in the evening.
https://dsld.od.nih.gov/label/332384,332384,Klamath AFA 2000 mg,SuperSmart,5 453003 823759,120 Vegetarian Capsule(s),2 Capsule(s),Botanical [A1306],Capsule [E0159],2025-07-24,On Market,Directions: Adults. As a supplement; take 2 to 4 vegetarian capsules in the morning on an empty stomach.
https://dsld.od.nih.gov/label/332385,332385,L-Serine 2000 mg,SuperSmart,5 453003 828044,60 Tablet(s),2 Tablet(s),Amino acid/Protein [A1305],Tablet or Pill [E0155],2025-06-25,On Market,Recommended use: Adults. Take 2 tablets a day.
https://dsld.od.nih.gov/label/332386,332386,Lectin Flush Detox,SuperSmart,5 453003 826293,120 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 4 capsules a day: 2 capsules before the 2 main meals.
https://dsld.od.nih.gov/label/332387,332387,Lion's Mane,SuperSmart,5 453003 827641,90 Vegetarian Capsule(s),3 Capsule(s),Botanical [A1306],Capsule [E0159],2025-05-21,On Market,Directions: Adults. Take 3 capsules a day. 
https://dsld.od.nih.gov/label/332388,332388,Liposomal GABA 500 mg,SuperSmart,5 453003 828372,250 mL,10 mL [1 dosing cap],Non-Nutrient/Non-Botanical [A1309],Liquid [E0165],2025-06-25,On Market,Directions: Adults. Take 1 dosing cap (10 mL) per day in a glass of water or fruit juice. Each dosing cap (10 mL) contains 500 mg of gaba and 200 mg of L-theanine.Shake well before use.
https://dsld.od.nih.gov/label/332390,332390,Liposomal Quercetin 200 mg,SuperSmart,5 453003 828211,250 mL,2 Dosing Cap(s),Non-Nutrient/Non-Botanical [A1309],Liquid [E0165],2025-07-24,On Market,Recommended use: Adults. Take 2 dosing caps per day in a glass of water or fruit juice. Shake well before use.
https://dsld.od.nih.gov/label/332391,332391,Liver Support Formula,SuperSmart,5 453003 825517,90 Vegetarian Capsule(s),3 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Directions: Adults. Take 3 capsules per day during meals.
https://dsld.od.nih.gov/label/332392,332392,Longevity Nutrients,SuperSmart,5 453003 826521,120 Vegetarian Capsule(s),4 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Directions: Adults. Take 4 vegetarian capsules a day.
https://dsld.od.nih.gov/label/332393,332393,Lung Detox,SuperSmart,5 453003 827948,60 Vegetarian Capsule(s),2 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-06-25,On Market,Recommended use: Take 2 capsules per day.
https://dsld.od.nih.gov/label/332394,332394,Macula Plus,SuperSmart,5 453003 822677,60 Softgel(s),1 Softgel(s),Other Combinations [A1325],Softgel Capsule [E0161],2025-06-25,On Market,Recommended use: Adults. Take one softgel per day; during one meal.
https://dsld.od.nih.gov/label/332395,332395,Melatonin 2 mg,SuperSmart,5 453003 821090,120 Tablet(s),1 Tablet(s),Non-Nutrient/Non-Botanical [A1309],Tablet or Pill [E0155],2025-06-25,On Market,Recommended use: For adults only. Take one or two tablets 15 minutes before bedtime.
https://dsld.od.nih.gov/label/332396,332396,Melatonin Spray 1 mg,SuperSmart,5 453003 826750,60 mL,1 Spray(s),Other Combinations [A1325],Liquid [E0165],2025-06-25,On Market,Recommended use: Adults. Take one or more sprays at night before going to bed.
https://dsld.od.nih.gov/label/332397,332397,Metadrine,SuperSmart,5 453003 823056,120 Vegetarian Capsule(s),1 Capsule(s),Other Combinations [A1325],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 1 to 2 capsules in the morning; and 1 to 2 capsules at the end of the morning or in the mid-afternoon.
https://dsld.od.nih.gov/label/332398,332398,Mitochondrial Formula,SuperSmart,5 453003 826194,30 Vegetarian Capsule(s),1 Capsule(s),Non-Nutrient/Non-Botanical [A1309],Capsule [E0159],2025-06-25,On Market,Recommended use: Adults. Take one or two capsules a day; preferably in the morning.
https://dsld.od.nih.gov/label/332399,332399,Muscle Relaxing Formula,SuperSmart,5 45300 827733,180 Vegetarian Capsule(s),6 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 6 vegetarian capsules a day.
https://dsld.od.nih.gov/label/332400,332400,Natural Anti Aromatase Support,SuperSmart,5 453003 826088,120 Tablet(s),2 Tablet(s),Other Combinations [A1325],Tablet or Pill [E0155],2025-05-21,On Market,Recommended use: Adults. Take 2 tablets in the morning and 2 tablets in the evening.
https://dsld.od.nih.gov/label/332401,332401,Natural Anti Prolactin Support,SuperSmart,5 453003 827092,120 Vegetarian Capsule(s),4 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-07-24,On Market,Recommended use: Adults. Take 4 capsules a day.
https://dsld.od.nih.gov/label/332402,332402,Adrenal Support,Bluebonnet,7 43715 02044 3,60 Vegetable Capsule(s),2 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-07-24,On Market,Directions: As a dietary supplement; take two capsules once daily or as directed by a healthcare practitioner.
https://dsld.od.nih.gov/label/332403,332403,Adrenal Support ,Bluebonnet ,7 43715 02046 7,120 Vegetable Capsule(s),2 Capsule(s),Botanical with Nutrients [A1317],Capsule [E0159],2025-09-25,On Market,Directions: As a dietary supplement; take two capsules once daily or as directed by a healthcare practitioner.
